timestamp,ip,route,method,status,latency,response_size,label,attack_type
2025-01-01T00:09:39,10.0.2.148,/secure,GET,200,100,1974,0,normal
2025-01-01T00:10:10,10.0.3.88,/login,POST,200,94,1953,0,normal
2025-01-01T00:10:11,10.0.1.36,/secure,GET,201,78,611,0,normal
2025-01-01T00:10:48,10.0.0.250,/public,GET,200,101,1226,0,normal
2025-01-01T00:10:49,10.0.0.92,/public,GET,200,116,826,0,normal
2025-01-01T00:11:06,10.0.4.23,/secure,GET,200,60,121,0,normal
2025-01-01T00:11:13,10.0.2.42,/orders,POST,200,53,256,0,normal
2025-01-01T00:11:16,10.0.0.92,/public,GET,200,83,1271,0,normal
2025-01-01T00:11:19,10.0.1.181,/orders,POST,200,56,1437,0,normal
2025-01-01T00:11:22,10.0.0.12,/secure,GET,200,101,1842,0,normal
2025-01-01T00:12:10,10.0.2.208,/secure,GET,201,95,1727,0,normal
2025-01-01T00:12:38,10.0.2.42,/public,GET,403,69,1183,0,normal
2025-01-01T00:12:40,10.0.2.40,/orders,POST,200,56,1027,0,normal
2025-01-01T00:12:41,10.0.1.246,/orders,POST,200,80,326,0,normal
2025-01-01T00:12:46,10.0.5.166,/orders,POST,401,102,854,0,normal
2025-01-01T00:12:48,10.0.2.27,/login,POST,200,27,1078,0,normal
2025-01-01T00:12:53,10.0.0.98,/public,GET,200,82,893,0,normal
2025-01-01T00:13:00,10.0.3.138,/secure,GET,400,106,1042,0,normal
2025-01-01T00:13:16,10.0.2.148,/login,POST,400,58,1350,0,normal
2025-01-01T00:13:39,10.0.0.195,/orders,POST,403,40,1580,0,normal
2025-01-01T00:14:24,10.0.4.76,/orders,POST,200,101,571,0,normal
2025-01-01T00:14:28,10.0.0.250,/public,GET,200,72,1536,0,normal
2025-01-01T00:14:41,10.0.2.27,/public,GET,200,74,1236,0,normal
2025-01-01T00:14:41,10.0.2.208,/login,POST,200,126,1153,0,normal
2025-01-01T00:15:05,10.0.2.148,/secure,GET,200,51,1441,0,normal
2025-01-01T00:15:11,10.0.2.40,/orders,POST,200,88,628,0,normal
2025-01-01T00:15:14,10.0.4.7,/secure,GET,200,76,1479,0,normal
2025-01-01T00:15:35,10.0.4.51,/orders,POST,200,87,327,0,normal
2025-01-01T00:15:47,10.0.2.117,/secure,GET,429,110,298,0,normal
2025-01-01T00:15:50,10.0.2.155,/public,GET,200,55,1787,0,normal
2025-01-01T00:15:55,10.0.2.91,/login,POST,200,71,806,0,normal
2025-01-01T00:16:14,10.0.3.88,/orders,POST,200,137,1826,0,normal
2025-01-01T00:16:15,10.0.0.56,/login,POST,400,42,1338,0,normal
2025-01-01T00:16:19,192.0.2.3,/login,POST,200,96,111,1,recon
2025-01-01T00:16:20,192.0.2.3,/secure,GET,401,95,1137,1,recon
2025-01-01T00:16:43,10.0.2.148,/orders,POST,401,93,356,0,normal
2025-01-01T00:17:11,10.0.0.92,/orders,POST,401,82,716,0,normal
2025-01-01T00:17:15,10.0.2.208,/orders,POST,200,105,400,0,normal
2025-01-01T00:17:18,10.0.0.12,/login,POST,400,114,1366,0,normal
2025-01-01T00:17:20,192.0.2.3,/secure,GET,400,67,1856,1,recon
2025-01-01T00:17:22,10.0.4.7,/login,POST,200,109,1183,0,normal
2025-01-01T00:17:25,10.0.1.222,/secure,GET,400,101,1237,0,normal
2025-01-01T00:17:30,10.0.0.219,/secure,GET,200,25,1860,0,normal
2025-01-01T00:17:32,10.0.2.207,/secure,GET,200,86,269,0,normal
2025-01-01T00:17:41,10.0.0.12,/orders,POST,201,60,200,0,normal
2025-01-01T00:17:53,10.0.1.36,/secure,GET,200,60,1979,0,normal
2025-01-01T00:18:07,192.0.2.3,/orders,POST,401,89,1514,1,recon
2025-01-01T00:18:17,192.0.2.3,/secure,GET,403,67,308,1,recon
2025-01-01T00:18:23,192.0.2.3,/login,POST,401,121,302,1,recon
2025-01-01T00:18:23,192.0.2.2,/orders,POST,403,115,1432,1,recon
2025-01-01T00:18:25,10.0.4.109,/secure,GET,401,77,1010,0,normal
2025-01-01T00:18:25,10.0.4.23,/secure,GET,200,93,769,0,normal
2025-01-01T00:18:30,10.0.2.42,/public,GET,200,78,1166,0,normal
2025-01-01T00:18:31,10.0.1.246,/secure,GET,403,77,1124,0,normal
2025-01-01T00:18:35,10.0.2.253,/secure,GET,201,67,659,0,normal
2025-01-01T00:18:47,192.0.2.3,/public,GET,400,65,1686,1,recon
2025-01-01T00:19:05,192.0.2.2,/secure,GET,403,88,1483,1,recon
2025-01-01T00:19:17,10.0.3.88,/public,GET,200,80,758,0,normal
2025-01-01T00:19:21,10.0.4.76,/secure,GET,200,45,1175,0,normal
2025-01-01T00:19:22,10.0.5.140,/orders,POST,400,85,289,0,normal
2025-01-01T00:19:26,10.0.0.190,/secure,GET,400,79,234,0,normal
2025-01-01T00:19:33,10.0.4.7,/secure,GET,200,81,1024,0,normal
2025-01-01T00:19:50,192.0.2.3,/public,GET,401,105,1445,1,recon
2025-01-01T00:19:53,192.0.2.3,/orders,POST,200,56,866,1,recon
2025-01-01T00:20:15,10.0.0.8,/secure,GET,200,78,1062,0,normal
2025-01-01T00:20:19,10.0.1.179,/login,POST,200,64,1165,0,normal
2025-01-01T00:20:20,10.0.3.138,/secure,GET,200,70,304,0,normal
2025-01-01T00:20:27,10.0.5.140,/secure,GET,201,80,1493,0,normal
2025-01-01T00:20:30,192.0.2.2,/public,GET,401,34,617,1,recon
2025-01-01T00:20:30,10.0.0.98,/public,GET,200,79,1443,0,normal
2025-01-01T00:20:33,10.0.2.207,/public,GET,200,52,1740,0,normal
2025-01-01T00:20:35,10.0.1.222,/public,GET,200,100,996,0,normal
2025-01-01T00:20:43,10.0.2.253,/public,GET,200,109,1089,0,normal
2025-01-01T00:20:45,192.0.2.2,/public,GET,200,97,412,1,recon
2025-01-01T00:20:55,10.0.5.214,/public,GET,200,63,1526,0,normal
2025-01-01T00:20:58,10.0.5.59,/login,POST,401,72,1574,0,normal
2025-01-01T00:20:59,10.0.2.180,/secure,GET,200,55,1682,0,normal
2025-01-01T00:21:04,10.0.5.167,/public,GET,200,61,1765,0,normal
2025-01-01T00:21:08,10.0.3.21,/secure,GET,400,75,795,0,normal
2025-01-01T00:21:10,192.0.2.2,/login,POST,200,112,1339,1,recon
2025-01-01T00:21:15,10.0.1.130,/public,GET,200,103,1622,0,normal
2025-01-01T00:21:25,10.0.3.151,/public,GET,200,62,736,0,normal
2025-01-01T00:21:36,192.0.2.2,/orders,POST,200,62,946,1,recon
2025-01-01T00:21:37,192.0.2.2,/login,POST,200,68,1118,1,recon
2025-01-01T00:21:39,10.0.3.88,/orders,POST,200,43,1917,0,normal
2025-01-01T00:21:41,10.0.1.181,/secure,GET,200,102,259,0,normal
2025-01-01T00:21:45,10.0.5.140,/public,GET,200,65,936,0,normal
2025-01-01T00:22:26,10.0.5.166,/public,GET,200,68,1332,0,normal
2025-01-01T00:22:33,10.0.5.29,/secure,GET,200,33,455,0,normal
2025-01-01T00:23:08,10.0.2.117,/public,GET,403,32,1357,0,normal
2025-01-01T00:23:13,10.0.5.140,/public,GET,400,64,819,0,normal
2025-01-01T00:23:14,10.0.5.167,/orders,POST,401,72,436,0,normal
2025-01-01T00:23:21,10.0.2.207,/secure,GET,401,80,379,0,normal
2025-01-01T00:23:23,10.0.4.51,/orders,POST,401,83,1161,0,normal
2025-01-01T00:23:27,10.0.0.187,/public,GET,200,94,178,0,normal
2025-01-01T00:23:44,10.0.0.92,/orders,POST,200,89,1893,0,normal
2025-01-01T00:23:50,10.0.1.179,/public,GET,200,102,151,0,normal
2025-01-01T00:24:02,10.0.2.117,/public,GET,200,72,1576,0,normal
2025-01-01T00:24:47,10.0.1.130,/secure,GET,200,82,1159,0,normal
2025-01-01T00:24:58,10.0.1.222,/secure,GET,200,87,724,0,normal
2025-01-01T00:25:20,10.0.5.27,/secure,GET,200,110,1912,0,normal
2025-01-01T00:25:31,10.0.0.92,/login,POST,400,110,1608,0,normal
2025-01-01T00:25:45,10.0.2.253,/public,GET,200,68,325,0,normal
2025-01-01T00:25:58,10.0.0.156,/orders,POST,200,31,359,0,normal
2025-01-01T00:26:06,10.0.5.214,/public,GET,401,70,1063,0,normal
2025-01-01T00:26:09,10.0.2.40,/public,GET,200,73,188,0,normal
2025-01-01T00:26:17,10.0.5.27,/login,POST,200,68,589,0,normal
2025-01-01T00:26:39,10.0.2.180,/orders,POST,201,67,1173,0,normal
2025-01-01T00:26:50,10.0.3.57,/public,GET,200,70,1984,0,normal
2025-01-01T00:26:58,10.0.0.250,/secure,GET,200,37,971,0,normal
2025-01-01T00:27:07,10.0.0.195,/public,GET,200,88,1353,0,normal
2025-01-01T00:27:08,10.0.2.42,/secure,GET,401,66,371,0,normal
2025-01-01T00:27:12,10.0.0.219,/orders,POST,401,109,814,0,normal
2025-01-01T00:27:31,10.0.2.91,/login,POST,401,89,340,0,normal
2025-01-01T00:27:47,10.0.1.36,/public,GET,200,94,806,0,normal
2025-01-01T00:28:04,10.0.2.180,/public,GET,200,55,1650,0,normal
2025-01-01T00:28:10,10.0.0.8,/secure,GET,200,110,1093,0,normal
2025-01-01T00:28:19,10.0.3.21,/public,GET,429,104,812,0,normal
2025-01-01T00:28:40,10.0.5.159,/public,GET,201,103,850,0,normal
2025-01-01T00:28:40,10.0.1.130,/orders,POST,200,70,1460,0,normal
2025-01-01T00:28:59,10.0.0.12,/orders,POST,200,86,1676,0,normal
2025-01-01T00:29:07,10.0.3.151,/public,GET,201,54,933,0,normal
2025-01-01T00:29:22,10.0.2.180,/secure,GET,400,38,1364,0,normal
2025-01-01T00:29:26,10.0.2.63,/public,GET,200,76,1268,0,normal
2025-01-01T00:29:36,10.0.5.166,/orders,POST,401,86,370,0,normal
2025-01-01T00:29:45,10.0.2.208,/login,POST,429,73,936,0,normal
2025-01-01T00:29:45,10.0.1.130,/secure,GET,200,76,504,0,normal
2025-01-01T00:29:51,10.0.1.246,/secure,GET,200,139,1971,0,normal
2025-01-01T00:30:04,10.0.0.250,/secure,GET,200,89,1301,0,normal
2025-01-01T00:30:18,10.0.4.51,/secure,GET,201,80,119,0,normal
2025-01-01T00:30:25,10.0.3.151,/public,GET,200,76,1339,0,normal
2025-01-01T00:31:02,10.0.0.56,/login,POST,403,77,1987,0,normal
2025-01-01T00:31:10,10.0.2.155,/login,POST,200,27,929,0,normal
2025-01-01T00:31:19,10.0.3.21,/secure,GET,200,52,1951,0,normal
2025-01-01T00:31:48,10.0.2.40,/secure,GET,200,93,229,0,normal
2025-01-01T00:31:49,10.0.0.56,/orders,POST,200,64,858,0,normal
2025-01-01T00:32:07,10.0.5.29,/orders,POST,200,76,1534,0,normal
2025-01-01T00:32:23,10.0.0.250,/public,GET,400,45,1290,0,normal
2025-01-01T00:32:34,10.0.5.27,/secure,GET,200,59,296,0,normal
2025-01-01T00:32:38,10.0.0.56,/secure,GET,200,63,1876,0,normal
2025-01-01T00:32:39,10.0.1.130,/public,GET,200,77,225,0,normal
2025-01-01T00:32:47,10.0.2.208,/orders,POST,200,87,1474,0,normal
2025-01-01T00:33:38,10.0.0.56,/login,POST,200,104,1303,0,normal
2025-01-01T00:33:41,10.0.5.159,/public,GET,200,64,1237,0,normal
2025-01-01T00:33:46,10.0.2.27,/secure,GET,200,79,394,0,normal
2025-01-01T00:33:47,10.0.3.88,/orders,POST,200,68,306,0,normal
2025-01-01T00:34:09,10.0.2.148,/secure,GET,400,47,1698,0,normal
2025-01-01T00:34:10,10.0.3.57,/public,GET,200,102,168,0,normal
2025-01-01T00:34:17,10.0.2.117,/public,GET,400,83,1057,0,normal
2025-01-01T00:34:47,10.0.4.109,/public,GET,200,58,1136,0,normal
2025-01-01T00:35:01,10.0.0.8,/secure,GET,200,25,287,0,normal
2025-01-01T00:35:02,10.0.5.167,/login,POST,200,108,401,0,normal
2025-01-01T00:35:16,10.0.0.156,/secure,GET,200,153,1138,0,normal
2025-01-01T00:35:26,10.0.0.8,/login,POST,200,70,1876,0,normal
2025-01-01T00:35:34,10.0.5.29,/secure,GET,200,75,1022,0,normal
2025-01-01T00:35:36,10.0.5.159,/public,GET,401,17,113,0,normal
2025-01-01T00:35:42,10.0.4.76,/orders,POST,201,81,1670,0,normal
2025-01-01T00:35:48,10.0.0.92,/secure,GET,200,91,505,0,normal
2025-01-01T00:35:54,10.0.1.222,/secure,GET,200,67,394,0,normal
2025-01-01T00:36:10,10.0.4.51,/secure,GET,401,103,1501,0,normal
2025-01-01T00:36:20,10.0.2.91,/secure,GET,200,65,900,0,normal
2025-01-01T00:36:25,10.0.5.167,/login,POST,201,72,1595,0,normal
2025-01-01T00:36:31,10.0.4.51,/secure,GET,200,92,1330,0,normal
2025-01-01T00:36:34,10.0.3.57,/secure,GET,200,144,1401,0,normal
2025-01-01T00:36:56,10.0.4.109,/login,POST,200,37,1036,0,normal
2025-01-01T00:37:07,10.0.2.63,/public,GET,200,57,622,0,normal
2025-01-01T00:37:10,10.0.5.59,/public,GET,201,58,1013,0,normal
2025-01-01T00:37:11,10.0.3.21,/public,GET,200,70,777,0,normal
2025-01-01T00:37:24,10.0.2.117,/orders,POST,200,95,951,0,normal
2025-01-01T00:37:28,10.0.2.27,/secure,GET,403,129,1986,0,normal
2025-01-01T00:37:33,10.0.0.92,/secure,GET,200,27,679,0,normal
2025-01-01T00:37:40,10.0.5.190,/public,GET,200,85,598,0,normal
2025-01-01T00:37:57,10.0.0.250,/login,POST,200,127,384,0,normal
2025-01-01T00:38:16,10.0.0.187,/login,POST,200,102,1320,0,normal
2025-01-01T00:38:17,172.20.0.5,/login,POST,401,123,438,1,credential
2025-01-01T00:38:48,172.20.0.5,/login,POST,401,77,173,1,credential
2025-01-01T00:39:03,172.20.0.5,/login,POST,200,79,832,1,credential
2025-01-01T00:39:24,172.20.0.5,/login,POST,401,80,1337,1,credential
2025-01-01T00:39:27,10.0.2.253,/public,GET,200,65,1194,0,normal
2025-01-01T00:39:28,10.0.0.190,/secure,GET,200,85,349,0,normal
2025-01-01T00:39:29,10.0.2.148,/public,GET,200,94,617,0,normal
2025-01-01T00:39:31,10.0.1.181,/secure,GET,200,104,872,0,normal
2025-01-01T00:39:36,10.0.1.246,/orders,POST,200,107,424,0,normal
2025-01-01T00:39:40,10.0.3.151,/public,GET,403,121,1465,0,normal
2025-01-01T00:39:49,10.0.2.27,/login,POST,403,88,799,0,normal
2025-01-01T00:39:56,10.0.1.246,/orders,POST,400,102,189,0,normal
2025-01-01T00:40:01,10.0.2.91,/login,POST,200,51,943,0,normal
2025-01-01T00:40:10,10.0.0.98,/secure,GET,200,46,189,0,normal
2025-01-01T00:40:19,172.20.0.5,/login,POST,401,166,1461,1,credential
2025-01-01T00:40:20,192.0.2.4,/secure,GET,200,68,1427,1,recon
2025-01-01T00:40:21,10.0.0.219,/orders,POST,200,42,1741,0,normal
2025-01-01T00:40:25,10.0.5.214,/secure,GET,200,54,1700,0,normal
2025-01-01T00:40:33,192.0.2.4,/login,POST,403,92,1289,1,recon
2025-01-01T00:40:38,10.0.1.222,/secure,GET,400,90,1281,0,normal
2025-01-01T00:40:40,10.0.2.208,/secure,GET,200,92,307,0,normal
2025-01-01T00:40:44,10.0.2.208,/login,POST,401,51,1422,0,normal
2025-01-01T00:40:53,10.0.1.179,/public,GET,200,96,1286,0,normal
2025-01-01T00:40:59,10.0.2.91,/public,GET,200,60,1610,0,normal
2025-01-01T00:41:04,10.0.0.156,/secure,GET,200,35,502,0,normal
2025-01-01T00:41:12,10.0.5.214,/login,POST,400,80,444,0,normal
2025-01-01T00:41:42,10.0.4.23,/orders,POST,200,97,1928,0,normal
2025-01-01T00:41:51,192.0.2.4,/public,GET,200,104,306,1,recon
2025-01-01T00:41:55,192.0.2.4,/public,GET,400,92,493,1,recon
2025-01-01T00:42:01,10.0.3.138,/public,GET,200,59,1286,0,normal
2025-01-01T00:42:14,192.0.2.4,/secure,GET,400,89,1962,1,recon
2025-01-01T00:42:29,10.0.0.98,/login,POST,400,69,643,0,normal
2025-01-01T00:42:32,192.0.2.4,/orders,POST,200,108,1483,1,recon
2025-01-01T00:42:40,10.0.2.40,/orders,POST,200,70,205,0,normal
2025-01-01T00:42:43,10.0.0.12,/login,POST,400,112,1282,0,normal
2025-01-01T00:42:45,10.0.3.88,/secure,GET,201,69,959,0,normal
2025-01-01T00:42:52,10.0.0.187,/secure,GET,200,76,1266,0,normal
2025-01-01T00:43:13,10.0.0.92,/orders,POST,200,53,889,0,normal
2025-01-01T00:43:16,10.0.0.8,/secure,GET,201,105,1952,0,normal
2025-01-01T00:43:22,10.0.3.21,/orders,POST,200,97,1913,0,normal
2025-01-01T00:43:24,10.0.3.151,/orders,POST,200,81,1948,0,normal
2025-01-01T00:43:28,192.0.2.4,/orders,POST,401,61,373,1,recon
2025-01-01T00:43:37,10.0.2.180,/public,GET,429,85,1914,0,normal
2025-01-01T00:43:45,10.0.4.51,/login,POST,200,142,1196,0,normal
2025-01-01T00:43:48,192.0.2.4,/login,POST,400,117,1700,1,recon
2025-01-01T00:43:48,10.0.0.156,/orders,POST,200,68,1070,0,normal
2025-01-01T00:44:02,10.0.5.59,/secure,GET,200,96,1268,0,normal
2025-01-01T00:44:11,10.0.2.40,/secure,GET,200,100,674,0,normal
2025-01-01T00:44:36,10.0.5.190,/secure,GET,200,63,1294,0,normal
2025-01-01T00:44:48,10.0.5.29,/login,POST,200,122,1653,0,normal
2025-01-01T00:45:11,10.0.4.23,/public,GET,201,112,628,0,normal
2025-01-01T00:45:29,10.0.0.98,/login,POST,201,57,1966,0,normal
2025-01-01T00:45:29,10.0.0.187,/public,GET,200,69,1805,0,normal
2025-01-01T00:45:33,10.0.3.88,/public,GET,401,64,1042,0,normal
2025-01-01T00:46:02,10.0.0.98,/orders,POST,200,87,1823,0,normal
2025-01-01T00:46:07,10.0.0.98,/public,GET,200,94,1968,0,normal
2025-01-01T00:46:14,192.0.2.2,/login,POST,200,67,1165,1,recon
2025-01-01T00:46:19,10.0.2.63,/public,GET,200,98,1147,0,normal
2025-01-01T00:46:25,10.0.2.27,/secure,GET,200,91,598,0,normal
2025-01-01T00:46:38,192.0.2.2,/login,POST,403,90,679,1,recon
2025-01-01T00:46:39,10.0.1.36,/secure,GET,200,92,357,0,normal
2025-01-01T00:46:50,10.0.1.36,/public,GET,201,69,501,0,normal
2025-01-01T00:46:54,10.0.5.59,/public,GET,200,95,1566,0,normal
2025-01-01T00:46:56,10.0.2.63,/public,GET,200,114,783,0,normal
2025-01-01T00:47:16,10.0.1.222,/secure,GET,200,100,1563,0,normal
2025-01-01T00:47:17,10.0.5.27,/login,POST,401,73,1355,0,normal
2025-01-01T00:47:21,10.0.1.179,/login,POST,200,61,111,0,normal
2025-01-01T00:47:21,10.0.3.21,/login,POST,200,61,1848,0,normal
2025-01-01T00:47:25,10.0.0.12,/orders,POST,200,82,1654,0,normal
2025-01-01T00:47:27,10.0.2.207,/public,GET,200,97,1921,0,normal
2025-01-01T00:47:30,10.0.0.187,/secure,GET,200,91,1279,0,normal
2025-01-01T00:47:36,192.0.2.2,/orders,POST,401,58,1916,1,recon
2025-01-01T00:47:47,10.0.0.98,/secure,GET,200,70,141,0,normal
2025-01-01T00:47:47,10.0.1.130,/secure,GET,200,73,364,0,normal
2025-01-01T00:48:10,10.0.0.12,/public,GET,200,69,1567,0,normal
2025-01-01T00:48:13,192.0.2.2,/public,GET,403,126,449,1,recon
2025-01-01T00:48:21,10.0.2.40,/login,POST,200,66,652,0,normal
2025-01-01T00:48:26,192.0.2.2,/secure,GET,401,125,328,1,recon
2025-01-01T00:48:34,192.0.2.2,/public,GET,403,113,1430,1,recon
2025-01-01T00:48:34,192.0.2.2,/orders,POST,401,133,795,1,recon
2025-01-01T00:48:52,10.0.0.250,/orders,POST,200,89,1700,0,normal
2025-01-01T00:49:07,10.0.5.167,/public,GET,200,92,708,0,normal
2025-01-01T00:49:26,10.0.0.250,/orders,POST,200,69,1484,0,normal
2025-01-01T00:49:28,10.0.1.179,/secure,GET,201,32,185,0,normal
2025-01-01T00:49:39,10.0.0.190,/orders,POST,200,62,1557,0,normal
2025-01-01T00:49:40,192.0.2.2,/orders,POST,200,74,873,1,recon
2025-01-01T00:49:56,192.0.2.2,/secure,GET,200,66,1821,1,recon
2025-01-01T00:50:02,10.0.2.180,/login,POST,403,67,1627,0,normal
2025-01-01T00:50:03,10.0.3.21,/secure,GET,200,61,1572,0,normal
2025-01-01T00:50:03,10.0.0.98,/public,GET,200,84,951,0,normal
2025-01-01T00:50:06,10.0.4.76,/public,GET,403,92,1206,0,normal
2025-01-01T00:50:09,10.0.0.92,/secure,GET,200,118,405,0,normal
2025-01-01T00:50:30,10.0.2.42,/secure,GET,200,79,1494,0,normal
2025-01-01T00:50:37,10.0.5.190,/orders,POST,200,83,593,0,normal
2025-01-01T00:50:49,10.0.2.117,/public,GET,200,76,942,0,normal
2025-01-01T00:51:02,10.0.0.92,/public,GET,201,44,176,0,normal
2025-01-01T00:51:07,10.0.2.155,/orders,POST,200,75,1042,0,normal
2025-01-01T00:51:11,10.0.1.179,/public,GET,200,88,641,0,normal
2025-01-01T00:51:12,10.0.3.21,/login,POST,200,111,1429,0,normal
2025-01-01T00:51:18,10.0.1.181,/secure,GET,201,72,466,0,normal
2025-01-01T00:51:22,10.0.0.156,/login,POST,200,94,447,0,normal
2025-01-01T00:51:22,10.0.0.156,/login,POST,400,106,657,0,normal
2025-01-01T00:51:24,10.0.2.148,/public,GET,200,59,954,0,normal
2025-01-01T00:51:49,10.0.0.187,/secure,GET,201,52,699,0,normal
2025-01-01T00:51:50,10.0.1.179,/public,GET,200,87,1875,0,normal
2025-01-01T00:51:58,10.0.0.92,/secure,GET,200,69,578,0,normal
2025-01-01T00:52:41,10.0.1.246,/orders,POST,400,94,1465,0,normal
2025-01-01T00:52:52,10.0.1.172,/public,GET,200,106,1651,0,normal
2025-01-01T00:52:55,10.0.1.36,/secure,GET,200,115,1080,0,normal
2025-01-01T00:52:57,10.0.1.222,/orders,POST,200,93,168,0,normal
2025-01-01T00:53:31,10.0.5.166,/secure,GET,200,62,1506,0,normal
2025-01-01T00:53:52,10.0.2.42,/secure,GET,200,56,1011,0,normal
2025-01-01T00:53:56,10.0.3.88,/secure,GET,200,64,935,0,normal
2025-01-01T00:54:00,10.0.1.36,/secure,GET,200,53,1816,0,normal
2025-01-01T00:54:01,10.0.5.166,/public,GET,200,52,1139,0,normal
2025-01-01T00:54:07,10.0.2.253,/secure,GET,200,102,1752,0,normal
2025-01-01T00:54:11,10.0.0.12,/secure,GET,201,87,732,0,normal
2025-01-01T00:54:22,10.0.0.250,/public,GET,200,88,955,0,normal
2025-01-01T00:54:28,10.0.0.250,/orders,POST,200,103,796,0,normal
2025-01-01T00:54:30,10.0.3.151,/login,POST,401,64,1684,0,normal
2025-01-01T00:54:56,10.0.4.23,/secure,GET,200,88,114,0,normal
2025-01-01T00:55:08,10.0.2.40,/public,GET,200,80,788,0,normal
2025-01-01T00:55:24,10.0.1.172,/orders,POST,200,46,896,0,normal
2025-01-01T00:55:25,10.0.2.180,/public,GET,200,54,252,0,normal
2025-01-01T00:55:28,10.0.0.8,/orders,POST,200,118,180,0,normal
2025-01-01T00:55:29,10.0.5.214,/secure,GET,400,46,1681,0,normal
2025-01-01T00:55:31,10.0.2.40,/login,POST,200,78,1509,0,normal
2025-01-01T00:55:36,10.0.0.98,/secure,GET,200,105,1957,0,normal
