window_start,request_count,success_count,error_count,status_401_count,status_403_count,status_429_count,avg_latency,max_latency,unique_routes,error_rate,unauthorized_rate,throttle_rate,forbidden_rate,success_rate,requests_per_route,avg_gap_seconds,min_gap_seconds,latency_std,post_ratio,login_ratio,unique_status_codes,route_entropy,route_switches_ratio,repeated_route_ratio,label,attack_type,prev_requests_per_route,delta_requests_per_route,rolling2_unique_routes,rolling2_route_entropy,rolling2_error_rate
2025-01-01 00:10:00,1,1,0,0,0,0,82.0,82,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,1.0
2025-01-01 00:10:00,2,2,0,0,0,0,110.5,126,2,0.0,0.0,0.0,0.0,1.0,1.0,151.0,151.0,15.5,0.5,0.5,2,1.0,1.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:10:00,2,2,0,0,0,0,50.5,74,2,0.0,0.0,0.0,0.0,1.0,1.0,113.0,113.0,23.5,0.5,0.5,1,1.0,1.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:10:00,1,0,1,0,0,0,106.0,106,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:10:00,1,1,0,0,0,0,56.0,56,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:10:00,1,1,0,0,0,0,78.0,78,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:10:00,2,2,0,0,0,0,86.5,101,1,0.0,0.0,0.0,0.0,1.0,2.0,220.0,220.0,14.5,0.0,0.0,1,-0.0,0.0,0.5,0,normal,0.0,2.0,0.0,0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,88.0,88,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,87.0,87,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,1.0
2025-01-01 00:15:00,1,0,1,1,0,0,77.0,77,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.5
2025-01-01 00:15:00,2,2,0,0,0,0,108.5,137,2,0.0,0.0,0.0,0.0,1.0,1.0,183.0,183.0,28.5,0.5,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,71.0,71,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.0,-0.0,1.0
2025-01-01 00:15:00,1,0,1,1,0,0,82.0,82,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.0,-0.0,0.0
2025-01-01 00:15:00,2,1,1,1,0,0,72.0,93,2,0.5,0.5,0.0,0.0,0.5,1.0,98.0,98.0,21.0,0.5,0.0,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:15:00,1,0,1,0,0,0,101.0,101,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:15:00,2,1,1,0,0,0,87.0,114,2,0.5,0.0,0.0,0.0,0.5,1.0,23.0,23.0,27.0,1.0,0.5,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,2,0,2,0,2,0,101.5,115,2,1.0,0.0,0.0,1.0,0.0,1.0,42.0,42.0,13.5,0.5,0.0,1,1.0,1.0,0.0,1,recon,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,86.0,86,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,1.0
2025-01-01 00:15:00,1,0,1,0,0,0,42.0,42,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,2.0,1.0,1.0
2025-01-01 00:15:00,1,0,1,0,1,0,77.0,77,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,0,1,0,0,0,85.0,85,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,105.0,105,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,2.0,1.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,60.0,60,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,25.0,25,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,2.0,-1.0,1.0,-0.0,0.0
2025-01-01 00:15:00,3,3,0,0,0,0,88.67,109,2,0.0,0.0,0.0,0.0,1.0,1.5,129.5,128.0,14.52,0.3333,0.3333,1,0.9183,1.0,0.3333,0,normal,1.0,0.5,1.0,-0.0,0.0
2025-01-01 00:15:00,1,0,1,0,0,1,110.0,110,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,45.0,45,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,9,2,7,4,1,0,84.56,121,4,0.7778,0.4444,0.0,0.1111,0.2222,2.25,26.75,1.0,20.6,0.4444,0.2222,4,1.9749,0.75,0.5556,1,recon,0.0,2.25,0.0,0.0,0.0
2025-01-01 00:15:00,1,0,1,0,0,0,79.0,79,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.5,-0.5,2.0,0.9183,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,67.0,67,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,93.0,93,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:15:00,1,1,0,0,0,0,78.0,78,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.25
2025-01-01 00:20:00,1,1,0,0,0,0,109.0,109,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:20:00,2,2,0,0,0,0,83.0,102,2,0.0,0.0,0.0,0.0,1.0,1.0,211.0,211.0,19.0,0.5,0.5,1,1.0,1.0,0.0,0,normal,1.0,0.0,2.5,1.25,0.125
2025-01-01 00:20:00,2,1,1,1,0,0,66.0,80,2,0.5,0.5,0.0,0.0,0.5,1.0,168.0,168.0,14.0,0.0,0.0,2,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:20:00,2,2,0,0,0,0,92.5,103,2,0.0,0.0,0.0,0.0,1.0,1.0,212.0,212.0,10.5,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:20:00,3,2,1,0,0,0,69.67,80,2,0.3333,0.0,0.0,0.0,0.6667,1.5,83.0,78.0,7.32,0.0,0.0,3,0.9183,0.5,0.3333,0,normal,1.0,0.5,1.0,-0.0,0.5
2025-01-01 00:20:00,1,0,1,1,0,0,83.0,83,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:20:00,1,1,0,0,0,0,89.0,89,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:20:00,2,1,1,1,0,0,66.5,72,2,0.5,0.5,0.0,0.0,0.5,1.0,130.0,130.0,5.5,0.5,0.0,2,1.0,1.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,2,1,1,0,1,0,52.0,72,1,0.5,0.0,0.0,0.5,0.5,2.0,54.0,54.0,20.0,0.0,0.0,2,-0.0,0.0,0.5,0,normal,1.0,1.0,1.0,-0.0,1.0
2025-01-01 00:20:00,1,0,1,0,0,0,75.0,75,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,94.0,94,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,62.0,62,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,63.0,63,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,70.0,70,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:20:00,1,1,0,0,0,0,79.0,79,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:20:00,1,0,1,1,0,0,72.0,72,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,78.0,78,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,33.0,33,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:20:00,2,2,0,0,0,0,93.5,100,2,0.0,0.0,0.0,0.0,1.0,1.0,263.0,263.0,6.5,0.0,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,1.0
2025-01-01 00:20:00,1,1,0,0,0,0,102.0,102,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,43.0,43,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 00:20:00,1,1,0,0,0,0,68.0,68,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:20:00,5,4,1,1,0,0,74.6,112,3,0.2,0.2,0.0,0.0,0.8,1.67,16.75,1.0,27.39,0.6,0.4,2,1.5219,0.75,0.4,1,recon,1.0,0.6699999999999999,2.0,1.0,1.0
2025-01-01 00:25:00,1,1,0,0,0,0,94.0,94,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:25:00,1,1,0,0,0,0,31.0,31,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,0.0,1.0,0.0,0.0,0.0
2025-01-01 00:25:00,3,2,1,0,0,0,53.33,67,3,0.3333,0.0,0.0,0.0,0.6667,1.0,81.5,78.0,11.9,0.3333,0.0,3,1.585,1.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:25:00,1,0,1,1,0,0,70.0,70,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:25:00,2,2,0,0,0,0,89.0,110,2,0.0,0.0,0.0,0.0,1.0,1.0,57.0,57.0,21.0,0.5,0.5,1,1.0,1.0,0.0,0,normal,1.5,-0.5,1.5,0.45915,0.16665
2025-01-01 00:25:00,1,1,0,0,0,0,139.0,139,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:25:00,1,1,0,0,0,0,110.0,110,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:25:00,1,1,0,0,0,0,103.0,103,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,2.0,1.0,1.0
2025-01-01 00:25:00,1,0,1,0,0,0,110.0,110,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:25:00,1,0,1,0,0,1,73.0,73,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
2025-01-01 00:25:00,1,0,1,1,0,0,86.0,86,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.5
2025-01-01 00:25:00,1,1,0,0,0,0,68.0,68,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:25:00,1,1,0,0,0,0,73.0,73,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.0,0.0,0.0,0,normal,1.0,0.0,1.0,-0.0,0.0
2025-01-01 00:25:00,2,2,0,0,0,0,73.0,76,2,0.0,0.0,0.0,0.0,1.0,1.0,65.0,65.0,3.0,0.5,0.0,1,1.0,1.0,0.0,0,normal,1.0,0.0,1.5,0.5,0.0
